comment,rating
"The movie presented a stark departure from its trailer, leaving me perplexed about its underlying logic. The excessive use of gore and violence throughout the film added an overwhelming and uncomfortable element. The duration of the movie seemed excessive, making it unsuitable for viewing with anyone beside. As I delved into the narrative, I found myself realizing that a coherent and engaging story was conspicuously absent. Fortunately, I opted to wait for the movie's release on an over-the-top (OTT) platform, sparing myself a potentially disappointing cinematic experience.

The divergence between the expectations set by the trailer and the actual content of the movie was pronounced, leaving me in a state of confusion. It became apparent that the film's narrative was not easily decipherable, making it challenging to grasp the intended logic behind the events unfolding on screen. The abundance of gore and violence in the movie created an atmosphere of unease, overshadowing any potential enjoyment that could be derived from the plot.

One notable aspect that contributed to my dissatisfaction was the prolonged length of the movie. The extended duration seemed excessive, and the intensity of the graphic content made it unsuitable for sharing the viewing experience with others. It became clear that the film demanded a level of viewer discretion due to its explicit and unsettling scenes.

Further exploration of the movie's storyline only deepened my disappointment. The absence of a cohesive and engaging narrative left a void that even the most visually striking scenes could not fill. The plot appeared disjointed and lacked the necessary elements to captivate the audience. Without a compelling story to anchor the film, the excessive violence and extended duration became glaring shortcomings.

Choosing to wait for the movie's release on an OTT platform proved to be a wise decision. The convenience of watching it in the comfort of my own space allowed me to navigate the discomfort caused by the graphic content. Additionally, it spared me from the potential awkwardness of sharing such an intense viewing experience with others.

In retrospect, the anticipation built by the trailer ultimately led to a cinematic letdown. The disconnect between promotional material and the actual movie experience served as a cautionary tale about managing expectations. While the film may have found its audience among those who appreciate intense and graphic content, it failed to resonate with those seeking a more balanced and story-driven cinematic experience.

In conclusion, the movie's divergence from its trailer, excessive use of gore and violence, extended duration, and lack of a compelling story collectively contributed to a disappointing viewing experience. Choosing to wait for the OTT release allowed for a more controlled and private viewing, mitigating some of the discomfort associated with the film's graphic content. As a viewer, it serves as a reminder of the importance of managing expectations and the impact that promotional material can have on the overall perception of a movie.",1
"In the high-octane world of Indian cinema, ""Animal"" emerges as a formidable force, a 2023 action thriller directed and edited by the talented Sandeep Reddy Vanga. This cinematic rollercoaster is produced by a powerhouse ensemble of Bhushan Kumar, Krishan Kumar, Murad Khetani, and Pranay Reddy Vanga, showcasing the combined might of T-Series Films, Bhadrakali Pictures, and Cine1 Studios.

The film's star-studded cast includes the charismatic Ranbir Kapoor, the evergreen Anil Kapoor, the versatile Bobby Deol, the captivating Rashmika Mandanna, and the talented Tripti Dimri. At its core, ""Animal"" explores the dynamics of family, vengeance, and transformation.

The narrative thrust of the movie is established from the very first scene, immediately gripping the audience's attention. While it revolves around a revenge-driven storyline, it manages to infuse fresh energy and tension into this familiar trope. The screenplay keeps viewers on the edge of their seats, never letting go of the taunt grip it establishes early on.

The film boasts exceptional performances from its lead cast, with each artist breathing life into their characters. Bobby Deol, in particular, shines brilliantly without uttering a single word, a testament to his acting prowess.

Director Sandeep Reddy Vanga must be commended for his remarkable vision and execution. His ability to craft a narrative that maintains its intensity throughout is truly commendable. The background score and songs seamlessly complement the storytelling, enhancing the overall experience.

While ""Animal"" excels in many aspects, some dialogues, especially those delivered by Ranbir Kapoor's character, may come across as slightly melodramatic. However, this might well be a deliberate choice by the director to underline the character's mental state.

In conclusion, ""Animal"" is a must-watch for enthusiasts of action and thriller genres. It offers a captivating and gripping storyline, outstanding performances, and skillful direction. It's a cinematic experience that delves into the complexities of human relationships, revenge, and transformation, leaving the audience with much to contemplate long after the credits roll.",10
Just witness the greatness's of an actor to grace such a performance RANBIR KAPOOR UNDOUBTEDLY THE BEST TILL DATE. SANDEEP REDDY DELIVERED TGE CULT OF THE CENTURY IN TERMS OF MOVIE DIRECTION STARCAST SCREENPLAY 3 hours of epic. Thats its. And BOBBY DEOL AURA IS DAMN PEAKED 20 mins of his role and you are mesmerised by it he made the comback of a lifetime well deserved and kept in the movie movie could have been short by 20 mins or so but cant complain. Tha alpha character of reddy sir is always intact since his first flims. Last of all is RK SCREEN PRESENCE U CANT DENY. THATS THE SUPER STAR POWER TO CARRY THE LOW SCENE TO TOP OF HIS SCEEN PRESENCE. RANBIR KAPOOR SHOW🔥,10
"Surprisingly bobby deol is on a guest appearance, movie got poor storyline, flat screenplay, unnecessary action, too long,you can't have patience to bear this kinda movie even on OTT, BETTER to avoid from torture, better watch sham bahadur doe better acting, better content, logical classy flick , they are doing extra in pronotions, PR, MARKETING, making this movie overhyped without content , Ranbir kapoor just wanted to see himself as action hero, and that's undigestable, what will real action hero like akki, john, tiger, vidyut jamwal, hrirhik will do!!

Within a week people will understand how good or bad the movie was inspire of fake pr.",1
"If you haven't booked your tickets already, go and book right now. This is one of the finest acts from Ranbir kapoor, you'll never forget him after this. Ranbir has proved once again that acting runts through his blood.

Sandeep vanga reddy should officially be declared the GOAT director. What a story... what a screenplay... what editing.... what background music. I have absolutely loved the movie and all shows are going absolutely house full.

This movie is strictly for mature audiences and contains much strocks or patriarchy, misogyny, religious beliefs and treatment of women.

Everybody in the movie has delivered their absolutely best.",9
"Not sure how you can call this movie a father and son movie, there are elements, only elements, otherwise this is a love and hate relationship.

In India, only a rich man's spoilt brat can act the way Ranbir has in this movie, in fact I would not be surprised if he has based his character on an Indian tycoons or a politicians pathetic son. A spree of murders, and no sign of the police.

Similar to the directors previous movie, the alpha male seems to be something he is fixated with, but his definition of an alpha male is bizarre, for him and alpha male talks about sex all day long, threatens women with slaps, and kills people. I wonder what type of a childhood Mr Sandeep Reddy Vanga has had.

This movie, gets a rating of 5 from me the following reasons, an excellent soundtrack and the superb acting by Ranbir Kapoor, although I have to say his acting in Sanju was much better.

I think the directors needs to visit a neural surgeon.",5
Not telling much but the ending(not the post credit) I cried a lot. As a Indian our father son relation is you all what I am trynna say this just made realise my hidden love for my father And the music bgm everything is outstanding action scenes r awsome who the duck is John wick the real animal is Ranbir he just lived the character I never ever reviewed any movie but Iam giving my opinion to this don't know why Everything in this movie was absolutely amazing totally I am in love with this and waiting for it's Oyy version of you guys know when it is coming please let me know Bye guys Thank u all.,10
"Animal is not just a film, it's an amazing experience that grabs you by the throat and refuses to let go. Ranbir Kapoor delivers the performance of his career as a man consumed by rage and driven by primal instincts, he emerges from his comfort zone to unleash a raw and unhinged performance in animal, a film that pushes the boundaries of action cinema with its brutal violence, breathtaking visuals, and a story that will stay with you long after the credits roll.

The action sequences are brutal and balletic. The supporting cast is equally impressive, with Anil Kapoor and Bobby Deol providing stellar support. The film is brutal, emotional, and ultimately, deeply human. Sandeep Reddy Vanga's masterful direction keeps you on the edge of your seat. But it's the sheer audacity of the film, its willingness to push boundaries and challenge expectations, that truly sets Animal apart.

While its runtime may be a little bit longer and some people who bemoan ""Animal's"" runtime fail to understand that true cinema requires space to unfurl its wings, but trust me guys, it is precisely within its extended canvas that Vanga allows the narrative to breathe, the characters to develop, and the emotions to resonate and I've seen no one moving out of their seats until the movie ends. It is a film that demands your full attention, rewarding you with a powerful and unforgettable experience that lingers long after the final scene fades.

And most importantly this is not a film for the faint of heart, but for those who appreciate a truly original and powerful cinematic experience.

Animal is a must-watch.",10
"One of the best acting performance ever Wild action Wild controversies.

A son undergoes a remarkable transformation as the bond with his father begins to fracture, and he becomes consumed by a quest for vengeance.

This is one movie that leaves you speechless and spellbound! Sandeep Reddy Vanga brilliantly blends all the elements of a mass movie and makes it look like a cult classic! The movie is full of electrifying and explosive scenes that give you such adrenaline high that you won't mind sitting through some stretched out scenes which seem necessary to make us soak in the impact. The BGM is as much the hero of the movie as much as Ranbir's character is, the BGM builds up the excitement, captivates you and keeps up the intensity throughout the movie. I would recommend watching this in IMAX for an enthralling experience.",10
"The director has proven that he doesn't know how to make a film...trying to using the same formula as it was in Kabir Singh but multiply it by 10x. Super awful movie..I walked out of the theatre midway.

Ranbir acting is good otherwise its a pure waste of money ..people should watch Sam Bahadur instead of this wicked movie.

The editor should be fired for not editing enough and the director..this would be his last piece which I would be watching. The story and screen play is seriously ridiculous. I seriously don't know how this movie is even selling tickets. This is the worst of all time movie #WOAT.",1
"One of the best movies in a long time. A lot of reviews before I watched where.people said that either you will love it or hate it. One thing I can say is that this is not a movie for the faint hearted or for those who are stuck in the past or literally who can't understand cinema.

This movie is a cinematic masterpiece, a story bravely told by an unapologetic director who had a vision of depicting power on the big screen by showing the love of a son for his father or by showing a group of well dressed men creating havoc.

I am short of words to express my admiration for Vanga who got ridiculed by critics, and he rightly said this critics are uneducated idiots who don't know better.

Only complaint is that the last scene could have been better, lacked taste as his entire movie was a master piece and some powerful performances!",8
"Everything is phenomenal about the movie but in a scene, they showed cheating too much that it destroys the logic. The way they showed the romance in the first half the cheating feels really really bad. Although, it was a part of a plan, it could have been minimised. That would have reduced the length. There was a scene where I felt they could have used the song more than dialogues. Overall if these film would have removed or change the scenes mentioned above and showed bobby more it would been a lot better. Overall, it could have been a masterpiece.

Tips: Don't watch if you are a feminist. Don't watch with your parents.",9
"What an amazing movie. I was itching to watch this.

I loved the fact that Sikhs were finally shown some respect in Bollywood.

The storyline is well written. Ranbir kapoor suited this role. The action scenes were ace.

The story itself was decent.

Only thing I felt let it down was the sexual references and sex scenes which they really didn't need to add into the movie that did spoil it. The songs were decent especially Arjun vailey which went perfect with the fight scene.

Bobby deol don't know why they bothered with him In it.

The film is a must watch and possibly one the best Bollywood movies this year.",10
"Bollywood's ""Animal"" roars onto the screen as a riveting masterpiece that captivates audiences with its intense storytelling and stellar performances. The film, a testament to the industry's evolution, seamlessly blends gritty drama with elements of suspense and emotion.

Starring a powerhouse ensemble cast, ""Animal"" delivers knockout performances that elevate the narrative to new heights. The plot, intricately woven with unexpected twists and turns, keeps viewers on the edge of their seats from start to finish.

""Animal"" is not just a cinematic experience; it's a reflection of Bollywood's ability to push boundaries. With a compelling storyline, impeccable acting, and a touch of unpredictability, this movie stands tall as a remarkable achievement in the industry. A must-watch for those craving a dose of high-octane drama with a distinctly Bollywood flair.",9
"Animal is a rare cinematic exploration delving into the intricate tapestry of human emotions and relationships. However, the storyline may not resonate with all moviegoers and the use of gore in movie can be divisive among audiences. Still, the director Sandeep Reddy Vanga ensured that the audience's interest was maintained throughout the entirety of the movie. The film is marked by impressive performances from its cast and the cinematography employed in the movie is noteworthy, contributing to the overall visual appeal. The storytelling is so well-crafted that boredom becomes a rarity, as each scene contributes meaningfully to the plot development. It will keep the viewers glued to their seats throughout its extensive runtime of 3 hours and 21 minutes.

The first half sets the stage for a compelling viewing experience. During this initial portion, the film manages to engage viewers through a combination of gripping storytelling and well-executed action scenes. The narrative unfolds smoothly, capturing the audience's attention and building anticipation for what is to come. As the film progresses into its second half, the momentum established in the first part is maintained, albeit at a slightly different pace. The songs and background score play a crucial role in establishing the tone and intensity of various sequences throughout the movie.

Ranbir Kapoor has delivered an outstanding performance that stands out as one of his best works to date. His portrayal adds depth and authenticity to the character, leaving a lasting impact on the audience. Bobby Deol, despite having a limited role, manages to impress the audience with his performance, leaving viewers eager to see more of him in action. Rashmika Mandanna was decent and Anil Kapoor also delivered a good performance, showcasing his seasoned acting skills and adding value to the ensemble. Tripti Dimri, Shakti Kapoor, Charu Shankar, and other supporting actor's collective efforts contribute to the effectiveness of the ensemble, ensuring that each character, regardless of the screen time, adds to the overall impact of ""Animal."".

Direction 4/5 Acting 3.5/5 Dialogues 3/5 Story 3.5/5 Screenplay 3.5/5.",7
"Save yourself 3.5hours of your life; run the other direction like the heroine does in the end. First half is a little bearable but the second half is absolute torture. Acting is ok but the storyline, plot, direction doesn't hold up at all. It's a waste of time. Bobby deol is good. Anil Kapoor yells the whole time. Ranbir's character is so confusing and unnecessarily so complicated. How is this even a movie? Director wants to make something but doesn't know what it is; everything is just for effects and mainly tiring to watch. Gore is unnecessarily glorified. Not sure what any female actors are doing in the movie and not sure what the males actors are doing either lol.",1
"Unsure of the reason showing ultra rich family with westernised lifestyle wearing Tikka on forhead especially when arguing. Extremely Bad repesentation of society. May be this is the case in Kapoors and Vanga families.

Unsure why they choose Bobby for only 2-3 scenes.

Rashmika's role is also confusing, or Vanga did not like her to perform weell to keep Ranveer on limelight.

If you like Hollywood violent movies, this is definitely not a movie for you. Because those movies has some kind of base and reasoning about director is potraying it as violent.

If you want, watch it when it will come in otp instead of spending money and 4 hours in theater.",1
"The most Terrific, Intense ,Mind Blowing and Insanely intense film of 2023. The only hiccup is the length of the film. Apart from that, performances by ranbir kapoor, anil kapoor, bobby deol -- their best till date. First half of the movie is on another level altogether, just mind blowing, even second half is great but felt stretched having said that if you don't let the director take that time, the superb climax wouldn't have been that impactful.

Go to cinemas, immerse yourself in this intense father-son drama.. Sandeep Reddy Vanga- take a bow- India's quentin tarantino

Ranbir Kapoor- Hatsoff- pride of Indian Cinema.",8
"Animal is the worst movie I have ever seen in my life. There is no story. It is full of nonsensical scenes that is so unnecessary in the movie. I felt no emotional connect with any character. Just for the sake of making a violent movie, the director added killing, bloodshed, nudity and infidelity without any reason. The film tries to force the 'baap beta' angle throughout without establishing any authentic father son relationship. In the end, we were laughing at the violent scene. It felt so stupid. There wasn't a single hooting, cheering in the theatre becoz there was nothing to like. Even the revenge scene in the end could not bring a single cheer. So bad! 2nd half is cringe fest and utterly utterly misogynist . I wonder why Ranbir Kapoor did this. Is his career at such a low that he has to take support of such trash? Worst movie choice ever!",1
"To everyone who wants to watch this movie, just go to your instagram reels and watch some action scenes of this movie as thats all there is to this.

This is just a very bad movie with good actions scenes. Anybody who calls this an amazing movie or a ""paradigm shifter"" for bollywood is either too carried away by their fandom of the starcast or is pretending to be a cinephile and trying to gloss over the bad direction and storyline (or lack there of). It was quite evident that the director was trying too hard to give off an indie director vibes by having random scenes with completely unrelated BGM playing.

All that being said, Ranbir has given probably his career best performance in this, the action scenes were amazing & the entire cast played their roles superbly. Bobby was criminally underused but still was the highlight of this abysmal film.",2
"If you are reactive to sensitive topics, stay clear. Try and appreciate the art and direction of the film. This isn't just for Bollywood. This is for cinema. This is for the broken noses, scars, wounds, hearts and dreams. Sometimes your favourite genre film lies within you. This is one of those moments. You either like it or you don't. You either get it or you don't.

Violence, love, comedy, obsession, family, heartbreak and toxicity - mish mashed together resulting in an explosion leaving chaotic debris or beautiful art. You choose. The reviews and critics will be split. The script is untidy but done with great skill. This is a traditional and relatable family saga that touches on father and son relationships. It touches on mental health and childhood trauma, which are often taboo topics in South Asian families. The film has heart, as does the soundtrack.

Ranbir owned the role and covered various stages of the character's life superbly. Every actor in Bollywood (and perhaps beyond) will need to have a look at themselves in the mirror and ask themselves if they want to continue in this game after seeing this.

Anil - a class and sleek father role.

Rashmika - a star is born. A strong performance against a towering Rambir.

Bobby - no words. Literally.

Shakti Kapoor, Prem Chopra and Suresh Oberoi - legendary cameos.

Criticisms:

Vanga clearly had a lot of fun with this - almost like a fanboy. He threw everything in the mixer and therefore sometimes hard to keep up with some plot holes (although he edited and cut alot). It felt like there was homage to Tarantino, a bit of Godfather (directly quoted) and Bollywood classics - some times less is more. The Muslims in film felt a bit misplaced and misrepresented (as did other groups). And finally Triptii - super talented actress with clean resumé (all her films worth a watch), but underused and oddly inserted role in my view - some will beg to differ due to the link to the events to come.",9
"All were saying that vanga clearly revealed nothing in trailer. But the truth is there was nothing to be revealed, A very very basic story of a dad son relationship which you can see in every other movie. Action scenes are made brilliantly. Bobby Deol has a cameo and because there was not much character development for him he looks useless in those scenes. Anil kapoor did act well with limited screen time he got. But there is no twist and no turn basic masala movie with lots of action and no emotion values. If you are Ranbir fan than watch it your hero has done wonders in acting. Rest of the people can wait for Netflix release of the film.",6
"I watched the movie Animal, and I was very disappointed by it. I enjoy action movies, even if they are violent or gross, but this movie was neither thrilling nor entertaining. It was a poorly made movie with no plot, no character development, and no respect for women. Here are some of the reasons why I did not like this movie.

First of all, the movie was boring and headless. It had no clear story or direction, and it seemed like a random collection of scenes with no connection or purpose. The movie tried to be a neo-noir film, but it failed to create any suspense or intrigue. The movie was also very predictable and clichéd, and it did not offer any surprises or twists. It was very obvious and unoriginal. It was just a copy of many other movies that have done the same thing before.

Secondly, the movie was frustrating and senseless. It had no logic or consistency, and it did not follow any rules or laws. The movie was full of plot holes and contradictions, and it did not explain anything or make any sense. The movie also had no moral or message, and it did not have any redeeming qualities or values. The way it portraits woman for no reason was very disturbing and pointless. It was just a gratuitous display of violence and misogyny, and it did not serve any function or meaning in the movie.

Thirdly, the movie was disrespectful and harmful to women. It portrayed women as objects and slaves, and it did not give them any agency or dignity. The movie also glorified and normalized the abuse and exploitation of women, and it did not show any consequences or justice for the perpetrators. For example, the scene where . It was just a way of showing Ranveer's power and dominance, and it did not show any remorse or regret for his actions.

In conclusion, I think Animal is a bad movie that should not be watched or praised. It is a waste of time and money, and it is a negative influence on the society. It may appeal to some people who like violence and gore, but it does not have any artistic or cinematic merit. It is a shame that the director, who made a decent movie in the past, has stooped so low and made such a trashy movie. I hope he will learn from his mistakes and make better movies in the future. I also hope that the audience will be more critical and discerning, and not fall for the hype and glamour of this movie. I would rather watch Mad Max: Fury Road or John Wick, which are much better action movies that have a plot, a character, and a respect for women.",1
"One word EXCEPTIONAL Ranbir - at his best Bobby - Lord Bobby Anil Sir - Powerful act BGM - Teriffic You cannot get better than this. Oh my god! Sandeep Vanga is a different story teller and believe I never expected this.

A telugu movie maker directing a Hindi movie and this way!!!Mind boggling. Intense drama, powerful performances, simple storyline, great direction. They way Vamga moulded the characters and the characterisation is unarguably THE BEST.

Worth watching!

No Directors have thought about the story and the making. Only Vanga can do this. He had a vision and a mission to change the story telling.",9
A movie about a son's (RK) love for his father (AK) and to what extreme he goes to destroy and execute those who want to harm his father! The movies focus is on RK who nailed his role perfectly as the animal he becomes on the road of revenge! Anil Kapoor played his role well. Rashmika's role wasn't special could have been played by any actress the rest of the cast were good. Bobby Deol's extended cameo ( only came at the end part of the movie) was pure swagger mixed with rage should have used more time on his character. Overall first half was epic but slows down after the interval the movie could have been shorter but if u like RK and love brutal loud action scenes then go watch it! *Not one for the family (very violent and has repetitive pointless kissing scenes and partial nudity) 7.5/10 👍🏽,7
"Not sure why some idiots are talking about story and plots when there are many Hollywood counterparts and western movies that are just brilliant due to its lead cast performance and the way movie unfolds.

Movie could have been shortened.

ONE word - once in an era a performance comes out from the lead that stamps on your heart . Remember Agnipath ? Ranbir mind blowing performance in rockstar, where he transformed from fun-loving to a love fanatic ....none other can make that happen ...This movie has him playing to demonstrate psychotic love for his dad. U-mazingly acted. You can feel the craze the emotion through his eyes/glare and just him standing on the screen ...",10
"This movie is such a disgrace for Bollywood. I tired very hard to find ONE positive thing about this movie and failed miserably.

First of all other than the main leads the acting of others was terrible Secondly the story and plot is completely nonsense!! This kind of story will encourage one to be disrespectful toward others!

And if you say movies are for entertainment then this movie successfully failed in that area too!

This movie is supporting that ""it's okay to cheat if you have no other option"" well in my opinion cheating is not an option or solution! Such utter nonsense!

I don't think in 2023 we need to encourage this kinda behavior. This movie is a DISGRACE!",1
"I have been seeing all kind of negative reviews for this film, but for the most part movie live upto the expectations. Nicely shot film, sandeep is not afraid to do something hard hitting. Watch it, your day will be hard with lot of emotions and high impact performances, overall well cast. New wave in Indian film started with KGF, now animal sets bar high. Simple story with high dose drama. Director previous film Kabir sing has shadow similarities, bit more violent. I wish movie has reduced its length to 3hr below to avoid few unnecessary scenes. Cinematography, Background score, casting and art work is splendid.",10
"Ignore Liberandus & Sickulars, they have deliberately down the ratings. This movie is masterclass and has a strong flavour of our Indian culture. Probably this is the reason why people have made attempt to decrease the rating of this movie. Watch it as its worth it.

Coming to movie, a strong flavour of our culture and a bond and respect of a son to his father what a common lad in India would feel. The ""Baap pe mat jana"" feeling which is trademark of every Indian guy is the heart and soul of this movie.

Ranbir has justified with the character offered and so does others. People getting hurt for no reason should take it as a work of fiction which it is. Go n watch.",10
"First thing it's a violent movie with lot of bloodshed, nudity, liplocks so much that at a point you may feel vomiting. It seems that all the characters live in some Utopian world where lawlessness is paramount. All the human beings are as good as machines ( which we all are becoming now a days) with zero sensitivity.

As far as technical part is concerned it is brilliant. Acting of Anil Kapoor, Bobby an Ranbir are superlike. Female characters are just to satisfy their male counterparts. You feel they are just objects of senses.

Even if you miss this movie you will miss nothing. You might save your soul from consuming some toxicity.",6
"This movie is utter rubbish. Please don't even think about watching this movie. This movie is toxic,no matter how we tried to justify it. Moreover it's unrealistic. In Sandeep Reddy Vanga's world,there is no jurisdiction,no police officers to put this joke of an mc in prison. I can't understand the mc 'Ramvijay ' in this film. He is just a psycho who is goofing around doing unnecessary things for unnecessary reasons .He is creating chaos throughout the movie. I realised one thing about ranvijay. He is absolutely mental.

Once again ,please don't watch this film if you value your life. Don't say I didn't warn you.",3
"This movie has a potential of RK's most controversial one. There is no basis for character's toxic relationship with his father which is basically the core point of the film.

But overall, our Director shows us what a violence is. Film is going to be massive hit no doubt as RK nailed the role he was given.

But I was hoping character gets some consequences of his doings in the end but they actually planning a multiverse I guess.

Bobby Deol's acting was short but on point. Rashmika's role is as important as Preeti's in Kabir Singh.

I just hope current genz generation watch it for perspective only and not get inspired by the toxic behaviour of main character.",9
"Nothing against any of the Actor or the director but this was complete disaster.

Saw the trailer and read the reviews, I was very excited for this but honestly I couldn't find a single scene with a proper storyline.

I don't know what this hype is all about but I will never suggest anyone to watch this movie even once and waste their time.

Movie starts with violence and ends with violence but never understood the necessity all this at any point of time. The trailer was great and I actually thought that they might created something good but nothing was good apart from the trailer.

Bobby was given very less screentime and that too without any context.

Watch at your own risk guys.

Thanks.",1
"Mr sanjeev vanga reddy finds the idea of alpha male so saleable that encourages him to make movies that are unabashed in their treatment of characters, optics and role plays that for any movie lover with even an iota of discerning taste is an assault on all his senses. This one, hoping that it touches all bases with any male, alpha or otherwise, is a hopeless mishmash of all the things wrong with a confused character who wants to tick all the boxes, a good son, a protector of family, a committed lover, a responsible husband , a guardian, a tycoon and a don, all at the same time and failing in each one of the roles by the end of it. The movie is a cringe fest and i shud hang myself in shame if i liked even a single part of the film. We men, have all loved our fathers wholesomely, whether they were rich or poor, but never like this. Men are as much rational as women are emotional, god bless them both and neither of them should be undermined but substituting one with other in a conveniently conceived contexts may be a populist cinematic tool but never the right one. Mr reddy, let me tell you, life imitates art, and despite your misplaced notions of art, this one is not, your film still is a threat to some impressionable minds. Even if the responsibility of unabashed male violence of verb, emotion, demeanour or act, resultant of the movie can be pinned on you not , it will be a better world hopefully, of film watching, minus the characters devised by you, be it arjun reddy, kabir singh or vijay. Trust me, no male is like them in totality. And if, God forbid , what we see in your films is a projection of your own demons, God help you with some sense before you make another treatise on toxic masculinity without having any deeper understanding of it. If you are damaged somehow in your soul, pl dont take it out on us, the unsuspecting poor moviegoers.",1
"It's not just the misogynistic theme going on..the entire movie is trash. For starters even if they wanted to show some male showman with bold male characters casting ranbeer was an utter failure. He barely qualifies the profile.

And the entire movie or storyline is the worst I have ever seen. It doesn't have a frame work or even a baseline story. Everything is just made to outline the concept of male dominance and Most of the time it doesn't make any sense at all. It is praised throughout the movie and what I cannot really understand is the pathetic cast of ranbeer as the epitome of male dominance.",1
"No good story, no meaningful scene... Just some stupid film with senseless generes and violence... The only good thing about the film is acting, otherwise everything is a waste of time and a bad impact upon society... Better don't watch it, complete waste of time... It calls itself as an alpha male, how men should be in the society but instead all it does is having affair with others, treating wife badly and beating her and all... It calls itself as an alpha male, how men should be in the society but instead all it does is having affair with others, treating wife badly and beating her and all... THE MOST OVERRATED FILM OF THE YEAR... PERIOD!",1
"First things first the movie was boring. Forget about story, forget about the action forget about everything. The movie was just a hot mess of boring scenes jumbled together to kill the audience from boredom. The story was a mess, The characters were a mess, The dialogues were outright terrible.

The only thing i felt while watching the movie was when was the movie gonna end. Generally I really like Bollywood movies cuz even if the stories aren't that well they're really fun to watch. But this movie had 0 things to redeem itself. It was nothing but a lengthy boring mess. The director and the writers really need to consider their job option if they're gonna release such a movie. Please do us a favor and change your career pls.",1
It's one thing to know how to shoot nicely and show grandeur on screen. It's totally another thing to connect to all kinds of audience. I made a huge mistake trusting the hype around this flick and booked a cheap ticket to watch it in a theater. I laughed once during Jerry's (the Marathi arms dealer guy) act. That was the only reaction the film drew out of me. Everything else was like boring and something which didn't really. What's a movie in which all the actors act well but the plot is really bad. It's a bad movie! Sorry not sorry. I felt that we can produce mature cinema in India but etc!!,1
"A must watch Movie, from direction to acting, superb job done. Very strong emontions involved. This movie will be Mega Hit and with this Ranbir has emerged as the roaring Lion in the industry and many records will be broken.

Do not miss the opportunity to watch in the cinemas to enjoy the Animal experience..

I always thought no one can come close to how Yash oozes power and charisma in KGF but Ranbir outshines all superstars in this role by showcasing different looks from youth to old age with such perfection, once again showing what a phenomenal actor he is. While there are super stars who can make a movie work just from looks, dialogues and style, Ranbir is an acting powerhouse and the scenes he is in, you just cannot take your eyes off him

This is one of the few movies you can watch more than once as there is so much to absorb in almost every scene, you end up missing some aspects! My eyes fixated on Ranbir - totally smitten with the way he emotes just with his eyes, perfection in overall look at different stages of life, his natural subtle dialogue delivery and my ears on music, will need one or two times more to process other aspects!",10
Too many violence scenes and repeated bloodshed takes life out of what could have been a good movie. Even to the very end there is enough butchering and mayhem just to keep the tempo of violence up to the throat. To top it there is an indication of a sequel at the end. The plot looks inspired by The Godfather specially with the car bomb scene. There are few takeaways in the first hour where the character of the protagonist is being built but after that there is just insane level of killing with zero thought on why. Clearly disappointed with the movie and hope people stay away from such violence.,1
"If you are 18+ , an Adult who knows the Adultery of Film-Making then this movie is an must watch for you. If you want to watch an Movie with Both emotions and Action as well as an Once in a lifetime Son and Dad Love story...Then this is an amazing time to watch one reach your nearest Theatres and experience this Journey of RanVijay Singh Balbir....🔥🦁 Ranbir Kapoor Shines again with his magnificent and on the edge performance.

Anil Kapoor is also an shiny star of the journey. Next to Lord Bobby...Even he is mute,he is the best in all.

*If you have an soft heart and finds an propaganda in everything then this movie is not for you... Either those who don't come under this * category then this movie will be an once in an life time experience for you all matured people...",10
